title,combine_feature
what a girl wants,london england england daughter amanda bynes colin firth kelly preston dennie gordon comedy2 0 0 335 . 8
jeepers creepers 2,father son relationship scarecrow peasant ray wise jonathan breck garikayi mutambirwa victor salva horror thriller2 0 0 385 . 5
good luck chuck,sex aquarium nudity dane cook jessica alba dan fogler mark helfrich comedy drama romance2 0 0 795 . 5
cradle 2 the grave,robbery diamant intelligence jet li dmx kelly hu andrzej bartkowiak action crime drama2 0 0 325 . 8
the hours,london england suicide gay nicole kidman julianne moore meryl streep stephen daldry drama2 0 0 21 27 . 0
she's the man,roommate twin sister sport amanda bynes channing tatum laura ramsey andy fickman comedy drama family2 0 0 636 . 4
mr. bean's holiday,holiday france film director rowan atkinson max baldry emma de caunes steve bendelack family comedy2 0 0 736 . 1
anacondas: the hunt for the blood orchid,snake expedition traitor johnny messner kadee strickland matthew marsden dwight h. little adventure action horror2 0 0 484 . 9
blood ties,clive owen billy crudup marion cotillard guillaume canet thriller crime drama2 0 1 386 . 0
august rush,date loss of son love at first sight freddie highmore keri russell jonathan rhys meyers kirsten sheridan drama2 0 0 71 17 . 1
elizabeth,duke historical figure treason cate blanchett geoffrey rush christopher eccleston shekhar kapur drama history1 9 9 897 . 1
bride of chucky,route 66 puppet evil doll ed gale jennifer tilly brad dourif ronny yu horror comedy1 9 9 81 05 . 5
tora! tora! tora!,japan world war ii pearl harbor martin balsam sô yamamura joseph cotten richard fleischer history action drama1 9 7 016 . 9
spice world,pop pop culture pop star victoria beckham melanie brown emma bunton bob spiers adventure fantasy drama1 9 9 71 24 . 7
the sitter,babysitter duringcreditsstinger sam rockwell jonah hill max records david gordon green comedy2 0 1 11 25 . 4
dance flick,rap music hip-hop shoshana bush damon wayans jr. essence atkins damien dante wayans action comedy music2 0 0 954 . 7
the shawshank redemption,prison corruption police brutality tim robbins morgan freeman bob gunton frank darabont drama crime1 9 9 498 . 5
crocodile dundee in los angeles,crocodile traffic jam los angeles paul hogan linda kozlowski jere burns simon wincer adventure comedy2 0 0 144 . 7
kingpin,sport handicap sexual favor woody harrelson randy quaid vanessa angel bobby farrelly comedy1 9 9 676 . 7
the gambler,gambling gun professor mark wahlberg john goodman brie larson rupert wyatt thriller crime drama2 0 1 41 25 . 7
august: osage county,suicide drug addiction funeral meryl streep julia roberts chris cooper john wells comedy drama2 0 1 31 26 . 9
ice princess,sport figure skating teenage girl michelle trachtenberg joan cusack amy stewart tim fywell drama comedy family2 0 0 535 . 9
a lot like love,new york shyness career ashton kutcher amanda peet aimee garcia nigel cole comedy2 0 0 546 . 5
eddie the eagle,underdog olympic games ski jump taron egerton hugh jackman christopher walken dexter fletcher comedy drama history2 0 1 627 . 2
he got game,prison father son relationship homicide denzel washington ray allen milla jovovich spike lee drama1 9 9 856 . 7
don juan demarco,sex addiction love mental institution johnny depp marlon brando faye dunaway jeremy leven romance drama comedy1 9 9 41 06 . 2
dear john,based on novel army love amanda seyfried channing tatum henry thomas lasse hallström drama romance war2 0 1 026 . 6
the losers,hospital black ops reference to macgyver jeffrey dean morgan zoe saldana chris evans sylvain white action adventure crime2 0 1 046 . 2
don't be afraid of the dark,monster remake creature katie holmes guy pearce bailee madison troy nixey fantasy horror thriller2 0 1 01 15 . 4
war,fbi revenge fbi agent jet li jason statham john lone philip g. atwell action thriller crime2 0 0 786 . 0
punch-drunk love,shyness brother sister relationship business man adam sandler emily watson philip seymour hoffman paul thomas anderson comedy drama romance2 0 0 21 06 . 9
eurotrip,paris berlin alcohol scott mechlowicz jacob pitts michelle trachtenberg jeff schaffer comedy2 0 0 426 . 5
half past dead,resistance undercover alcatraz steven seagal morris chestnut ja rule don michael paul crime action thriller2 0 0 21 14 . 6
unaccompanied minors,holiday lewis black wilmer valderrama tyler james williams paul feig comedy family2 0 0 61 25 . 4
"bright lights, big city",magazine writer drug michael j. fox kiefer sutherland phoebe cates james bridges drama1 9 8 844 . 7
the adventures of pinocchio,italy father son relationship pinocchio martin landau jonathan taylor thomas geneviève bujold steve barron animation family fantasy1 9 9 675 . 0
the greatest game ever played,sport shia labeouf stephen dillane josh flitter bill paxton drama family2 0 0 596 . 9
the box,experiment homicide key cameron diaz james marsden frank langella richard kelly thriller science fiction2 0 0 995 . 4
the ruins,maya civilization carnivorous plant cancún shawn ashmore jonathan tucker jena malone carter smith drama horror2 0 0 845 . 6
the next best thing,gay parents kids relationship custody battle madonna rupert everett benjamin bratt john schlesinger comedy2 0 0 034 . 3
my soul to take,soul serial killer slasher max thieriot john magaro denzel whitaker wes craven drama horror mystery2 0 1 01 05 . 2
the girl next door,porn actor pornographic video high school emile hirsch elisha cuthbert timothy olyphant luke greenfield comedy2 0 0 446 . 3
maximum risk,mistake in person dying and death twin brother jean-claude van damme natasha henstridge jean-hugues anglade ringo lam action adventure thriller1 9 9 695 . 2
stealing harvard,robbery fool studies jason lee tom green leslie mann bruce mcculloch action comedy drama2 0 0 294 . 4
legend,biography based on true story gangster tom hardy emily browning christopher eccleston brian helgeland crime thriller2 0 1 596 . 7
hot rod,stuntman step father swimming pool andy samberg isla fisher bill hader akiva schaffer action comedy2 0 0 786 . 3
shark night,shark attack louisiana dirty cop sara paxton chris carmack joel david moore david r. ellis horror thriller2 0 1 194 . 9
angela's ashes,emigration irish-american hunger emily watson robert carlyle joe breen alan parker drama1 9 9 91 27 . 0
draft day,sport duringcreditsstinger kevin costner jennifer garner tom welling ivan reitman drama2 0 1 446 . 5
lifeforce,space marine vampire flying saucer steve railsback peter firth frank finlay tobe hooper fantasy horror science fiction1 9 8 566 . 2
the conspirator,president history conspiracy evan rachel wood james mcavoy kevin kline robert redford crime drama history2 0 1 096 . 2
lords of dogtown,skateboarding success independent film emile hirsch victor rasuk rebecca de mornay catherine hardwicke drama2 0 0 567 . 0
the 33,mining chile based on true story antonio banderas rodrigo santoro juliette binoche patricia riggen drama history2 0 1 586 . 0
big trouble in little china,kung fu chinatown magic kurt russell kim cattrall dennis dun john carpenter action adventure comedy1 9 8 657 . 1
fly me to the moon,diane kruger dany boon alice pol pascal chaumeil comedy romance2 0 1 21 05 . 6
warrior,bank training beating tom hardy jennifer morrison nick nolte gavin o'connor action drama2 0 1 197 . 7
michael collins,civil war fight presidential election liam neeson aidan quinn stephen rea neil jordan drama thriller1 9 9 61 06 . 7
gettysburg,civil war independence troops jeff daniels tom berenger martin sheen ronald f. maxwell war drama history1 9 9 31 06 . 6
stop-loss,post traumatic stress  disorder iraq war veteran u.s. soldier ryan phillippe abbie cornish joseph gordon-levitt kimberly peirce drama war2 0 0 836 . 1
abandon,alcohol detective dancer katie holmes benjamin bratt charlie hunnam stephen gaghan drama mystery thriller2 0 0 21 04 . 6
brokedown palace,holiday prison thailand claire danes kate beckinsale bill pullman jonathan kaplan drama thriller1 9 9 986 . 2
the possession,jeffrey dean morgan natasha calis madison davenport ole bornedal horror thriller2 0 1 285 . 8
mrs. winterbourne,role reversal mistaken identity train wreck shirley maclaine ricki lake brendan fraser richard benjamin comedy romance drama1 9 9 645 . 3
straw dogs,southern usa rape bar james marsden kate bosworth alexander skarsgård rod lurie drama thriller2 0 1 195 . 5
the hoax,flying 1970s false identity richard gere alfred molina marcia gay harden lasse hallström comedy drama2 0 0 61 06 . 4
stone cold,undercover fbi biker brian bosworth lance henriksen william forsythe craig r. baxley action crime thriller1 9 9 155 . 7
the road,post-apocalyptic dystopia paternity viggo mortensen kodi smit-mcphee charlize theron john hillcoat adventure drama2 0 0 91 16 . 8
sheena,africa mercenary adventure tanya roberts ted wass donovan scott john guillermin action adventure comedy1 9 8 485 . 0
underclassman,police high school undercover cop nick cannon roselyn sánchez shawn ashmore marcos siega action comedy2 0 0 595 . 5
say it isn't so,chris klein heather graham orlando jones j.b. rogers comedy romance2 0 0 134 . 8
the world's fastest indian,new zealand utah life's dream anthony hopkins iain rea tessa mitchell roger donaldson drama2 0 0 51 07 . 3
tank girl,destroy dystopia reincarnation lori petty ice-t naomi watts rachel talalay action comedy fantasy1 9 9 535 . 5
king's ransom,caper action anthony anderson jay mohr kellita smith jeffrey w. byrd comedy crime2 0 0 545 . 1
blindness,fight blindness and impaired vision asylum julianne moore mark ruffalo alice braga fernando meirelles drama mystery science fiction2 0 0 856 . 4
bloodrayne,vampire vampire hunter based on video game kristanna loken ben kingsley michelle rodriguez uwe boll action adventure fantasy2 0 0 51 03 . 5
carnage,flat mobile phone hamster kate winslet jodie foster christoph waltz roman polanski comedy drama2 0 1 197 . 0
where the truth lies,sex journalist journalism kevin bacon colin firth alison lohman atom egoyan drama mystery thriller2 0 0 51 05 . 9
cirque du soleil: worlds away,clown music mimes erica linz igor zaripov matt gillanders andrew adamson fantasy family2 0 1 21 16 . 1
without limits,running olympic games sport billy crudup donald sutherland monica potter robert towne drama1 9 9 896 . 2
me and orson welles,new york based on novel historical figure zac efron claire danes christian mckay richard linklater comedy drama romance2 0 0 91 16 . 6
the best offer,painting auctioneer confidence game geoffrey rush jim sturgess sylvia hoeks giuseppe tornatore drama romance crime2 0 1 317 . 7
the bad lieutenant: port of call - new orleans,police brutality organized crime policeman nicolas cage eva mendes val kilmer werner herzog drama crime2 0 0 996 . 0
a turtle's tale: sammy's adventures,global warming sea turtle 3d yuri lowenthal gemma arterton isabelle fuhrman ben stassen animation family2 0 1 085 . 6
little white lies,american football country house motorboat françois cluzet marion cotillard benoît magimel guillaume canet comedy drama2 0 1 01 07 . 1
love ranch,independent film helen mirren joe pesci sergio peris-mencheta taylor hackford drama2 0 1 066 . 0
the true story of puss 'n boots,cat surrealism cartoon cat jérôme deschamps yolande moreau louise wallon jérôme deschamps family adventure animation2 0 0 943 . 8
space dogs,russia space mission space anna bolshova evgeny mironov sergey garmash inna evlannikova family animation2 0 1 036 . 3
the counselor,poetry lawyer drug smuggling michael fassbender cameron diaz javier bardem ridley scott thriller crime drama2 0 1 31 05 . 0
ironclad,ambush hero fight james purefoy kate mara jason flemyng jonathan english romance adventure action2 0 1 136 . 2
waterloo,biography napoleon bonaparte waterloo rod steiger christopher plummer orson welles sergey bondarchuk history action drama1 9 7 01 07 . 0
kung fu jungle,martial arts kung fu serial killer donnie yen charlie yeung wang baoqiang teddy chan crime action thriller2 0 1 41 06 . 5
red sky,love triangle middle east fight cam gigandet rachael leigh cook shane west mario van peebles action thriller2 0 1 434 . 1
dangerous liaisons,lovesickness sexuality cheating glenn close john malkovich michelle pfeiffer stephen frears drama romance1 9 8 81 27 . 0
on the road,based on novel cemetery narration garrett hedlund sam riley kristen stewart walter salles adventure drama2 0 1 255 . 5
star trek iv: the voyage home,saving the world san francisco uss enterprise-a william shatner leonard nimoy deforest kelley leonard nimoy science fiction adventure1 9 8 61 16 . 9
rocky balboa,philadelphia transporter fight sylvester stallone burt young milo ventimiglia sylvester stallone drama2 0 0 61 26 . 5
scream 2,film festivals slaughter slasher david arquette neve campbell courteney cox wes craven horror mystery1 9 9 71 26 . 1
jane got a gun,natalie portman joel edgerton ewan mcgregor gavin o'connor action drama western2 0 1 615 . 4
think like a man too,adam brody michael ealy jerry ferrara tim story comedy romance2 0 1 466 . 4
the whole nine yards,bounty gangster boss montreal bruce willis matthew perry rosanna arquette jonathan lynn comedy crime2 0 0 026 . 2
footloose,dancing dancer dance kevin bacon john lithgow dianne wiest herbert ross drama family music1 9 8 426 . 4
old school,sex doll streaking mouth to mouth resuscitation luke wilson will ferrell vince vaughn todd phillips comedy2 0 0 326 . 6
the fisher king,holy grail homeless person loss of lover jeff bridges robin williams mercedes ruehl terry gilliam comedy drama1 9 9 197 . 2
i still know what you did last summer,competition island radio jennifer love hewitt freddie prinze jr. mekhi phifer danny cannon horror mystery thriller1 9 9 81 15 . 1
return to me,transplantation love of one's life veterinarian david duchovny minnie driver carroll o'connor bonnie hunt romance comedy drama2 0 0 046 . 1
zack and miri make a porno,pornography love of one's life platonic love seth rogen elizabeth banks jennifer schwalbach smith kevin smith comedy2 0 0 896 . 1
nurse betty,independent film native american violence renée zellweger morgan freeman chris rock neil labute comedy crime thriller2 0 0 095 . 9
the men who stare at goats,vietnam veteran kuwait new age george clooney ewan mcgregor jeff bridges grant heslov comedy war2 0 0 91 05 . 9
double take,mexico cia fbi orlando jones eddie griffin garcelle beauvais george gallo adventure drama action2 0 0 115 . 5
"girl, interrupted",based on novel suicide attempt puberty winona ryder angelina jolie clea duvall james mangold drama1 9 9 91 27 . 6
win a date with tad hamilton!,celebrity romantic comedy male female relationship josh duhamel kate bosworth topher grace robert luketic comedy romance2 0 0 415 . 5
muppets from space,puppet the muppets steve whitmire dave goelz bill barretta tim hill fantasy comedy science fiction1 9 9 975 . 8
the wiz,melancholy little dog based on stage musical diana ross michael jackson nipsey russell sidney lumet adventure family fantasy1 9 7 81 05 . 9
ready to rumble,wrestling sport david arquette scott caan oliver platt brian robbins action comedy drama2 0 0 044 . 7
play it to the bone,sport antonio banderas woody harrelson lolita davidovich ron shelton comedy drama1 9 9 91 25 . 7
i don't know how she does it,pregnancy family vacation widower sarah jessica parker pierce brosnan sarah shahi douglas mcgrath romance comedy2 0 1 195 . 0
piranha 3d,yacht movie in movie scuba diving elisabeth shue adam scott jerry o'connell alexandre aja comedy horror2 0 1 085 . 3
beyond the sea,musical perfectionist rowboat kevin spacey kate bosworth john goodman kevin spacey drama music2 0 0 41 26 . 5
meet the deedles,paul walker john ashton dennis hopper steve boyum animation comedy family1 9 9 834 . 1
the thief and the cobbler,prophecy witch princess vincent price anthony quayle sean connery richard williams adventure fantasy animation1 9 9 396 . 8
the bridge of san luis rey,based on novel bridge peru gabriel byrne f. murray abraham kathy bates mary mcguckian romance drama2 0 0 415 . 4
faster,"dwayne johnson billy bob thornton maggie grace george tillman, jr. crime drama action2 0 1 01 16 . 1"
howl's moving castle,flying witch rain takuya kimura akihiro miwa tatsuya gashûin hayao miyazaki fantasy animation adventure2 0 0 41 18 . 2
zombieland,washington d.c. sister sister relationship post-apocalyptic jesse eisenberg woody harrelson emma stone ruben fleischer comedy horror2 0 0 91 07 . 2
the waterboy,sport social outcast ridicule adam sandler kathy bates fairuza balk frank coraci comedy1 9 9 81 15 . 9
the empire strikes back,rebel android asteroid mark hamill harrison ford carrie fisher irvin kershner adventure action science fiction1 9 8 058 . 2
bad boys,miami detective handcuffs will smith martin lawrence téa leoni michael bay action comedy crime1 9 9 546 . 5
the naked gun 2½: the smell of fear,washington d.c. usa president spoof leslie nielsen priscilla presley george kennedy david zucker comedy crime1 9 9 166 . 6
final destination,omen airplane accident corpse devon sawa ali larter kerr smith james wong horror2 0 0 036 . 4
the ides of march,ohio politics dirty tricks ryan gosling george clooney philip seymour hoffman george clooney drama2 0 1 196 . 5
pitch black,darkness dystopia comet vin diesel radha mitchell cole hauser david twohy thriller science fiction action2 0 0 026 . 7
someone like you...,feminism cohabitant tv show ashley judd greg kinnear hugh jackman tony goldwyn comedy romance2 0 0 136 . 0
her,artificial intelligence computer love joaquin phoenix scarlett johansson rooney mara spike jonze romance science fiction drama2 0 1 31 27 . 9
joy ride,colorado friendship stalker steve zahn paul walker leelee sobieski john dahl mystery thriller drama2 0 0 11 06 . 3
the adventurer: the curse of the midas box,london england based on novel key aneurin barnard michael sheen lena headey jonathan newman fantasy adventure family2 0 1 31 25 . 1
anywhere but here,dream susan sarandon natalie portman hart bochner wayne wang drama comedy romance1 9 9 91 15 . 9
the crew,richard dreyfuss burt reynolds dan hedaya michael dinner action comedy2 0 0 086 . 4
haywire,mercenary secret agent rescue gina carano ewan mcgregor michael fassbender steven soderbergh action thriller2 0 1 11 15 . 6
jaws: the revenge,shark attack bahamas dying and death lorraine gary lance guest mario van peebles joseph sargent adventure thriller1 9 8 773 . 5
marvin's room,sister sister relationship sister leukemia diane keaton meryl streep leonardo dicaprio jerry zaks drama1 9 9 61 26 . 6
the longshots,ice cube keke palmer tasha smith fred durst drama family2 0 0 886 . 5
the end of the affair,bomb sex jealousy ralph fiennes stephen rea julianne moore neil jordan drama1 9 9 91 26 . 6
harley davidson and the marlboro man,corruption harley davidson drug dealer mickey rourke don johnson chelsea field simon wincer action thriller1 9 9 186 . 1
in the valley of elah,father son relationship detective war crimes tommy lee jones charlize theron susan sarandon paul haggis history drama thriller2 0 0 786 . 6
coco before chanel,fashion designer woman director audrey tautou benoît poelvoorde alessandro nivola anne fontaine drama history2 0 0 946 . 6
forsaken,demi moore kiefer sutherland donald sutherland jon cassar western drama2 0 1 595 . 8
cheri,michelle pfeiffer kathy bates rupert friend stephen frears drama comedy romance2 0 0 925 . 9
vanity fair,london england british empire lover reese witherspoon james purefoy jonathan rhys meyers mira nair drama romance2 0 0 495 . 5
bodyguards and assassins,assassination martial arts sword donnie yen wang xue-qi tony leung ka-fai teddy chan drama action history2 0 0 91 26 . 5
1408,suicide new york hotel john cusack samuel l. jackson mary mccormack mikael håfström horror thriller2 0 0 776 . 5
spaceballs,android lasergun swordplay mel brooks rick moranis bill pullman mel brooks comedy science fiction1 9 8 766 . 7
the water diviner,istanbul australia post world war i russell crowe olga kurylenko yılmaz erdoğan russell crowe war drama2 0 1 41 26 . 8
ghost,corruption fortune teller money transfer patrick swayze demi moore whoopi goldberg jerry zucker fantasy drama thriller1 9 9 076 . 9
there's something about mary,surgeon stalker romantic comedy cameron diaz ben stiller matt dillon bobby farrelly romance comedy1 9 9 876 . 5
the santa clause,holiday christmas party santa claus tim allen judge reinhold wendy crewson john pasquin fantasy drama comedy1 9 9 41 16 . 3
the rookie,father son relationship baseball sports team dennis quaid rachel griffiths beth grant john lee hancock drama family2 0 0 236 . 5
the game plan,american football bachelor sports team dwayne johnson madison pettis kyra sedgwick andy fickman comedy family2 0 0 796 . 0
the bridges of madison county,farewell adultery love at first sight meryl streep clint eastwood annie corley clint eastwood drama romance1 9 9 557 . 3
the animal,dream employee car crash rob schneider colleen haskell john c. mcginley luke greenfield action comedy2 0 0 164 . 6
gandhi,muslim indian lead demonstration ben kingsley candice bergen edward fox richard attenborough drama history1 9 8 21 17 . 4
the hundred-foot journey,france based on novel indian lead helen mirren manish dayal om puri lasse hallström drama2 0 1 487 . 3
the net,cheating new identity computer virus sandra bullock jeremy northam dennis miller irwin winkler crime drama mystery1 9 9 575 . 6
i am sam,foster parents pro bono new baby sean penn michelle pfeiffer dianne wiest jessie nelson drama2 0 0 11 27 . 2
son of god,biography resurrection roma downey diogo morgado louise delamere christopher spencer drama2 0 1 425 . 9
underworld,budapest subway love of one's life kate beckinsale scott speedman michael sheen len wiseman fantasy action thriller2 0 0 396 . 6
derailed,prison chicago rape clive owen jennifer aniston vincent cassel mikael håfström drama thriller2 0 0 51 16 . 1
the informant!,agriculture company witness to murder matt damon scott bakula joel mchale steven soderbergh drama comedy crime2 0 0 996 . 0
shadowlands,bachelor stroke of fate brother anthony hopkins debra winger john wood richard attenborough drama romance1 9 9 31 26 . 8
deuce bigalow: european gigolo,painter amsterdam dolphin rob schneider eddie griffin jeroen krabbé mike bigelow comedy2 0 0 584 . 7
delivery man,remake sperm donor vince vaughn cobie smulders chris pratt ken scott comedy2 0 1 31 06 . 2
our kind of traitor,based on novel woman director ewan mcgregor stellan skarsgård damian lewis susanna white thriller2 0 1 656 . 0
saving silverman,female nudity harassment male friendship jason biggs steve zahn jack black dennis dugan comedy crime romance2 0 0 125 . 4
diary of a wimpy kid: dog days,best friend sweet sixteen duringcreditsstinger zachary gordon robert capron devon bostick david bowers comedy family2 0 1 286 . 0
summer of sam,distrust intolerance punk rock john leguizamo adrien brody mira sorvino spike lee thriller drama crime1 9 9 976 . 3
jay and silent bob strike back,film making jay and silent bob self mocking kevin smith jason mewes ben affleck kevin smith comedy2 0 0 186 . 4
the glass house,california brother sister relationship loss of parents leelee sobieski diane lane stellan skarsgård daniel sackheim drama thriller2 0 0 195 . 4
"hail, caesar!",journalist cat ransom josh brolin george clooney alden ehrenreich joel coen comedy drama mystery2 0 1 625 . 7
josie and the pussycats,manager pop secret rachael leigh cook rosario dawson tara reid deborah kaplan comedy music2 0 0 145 . 3
homefront,based on novel drug dealer ex-cop jason statham james franco izabela vidovic gary fleder action thriller2 0 1 31 16 . 4
the little vampire,based on novel vampire bite richard e. grant jonathan lipnicki jim carter uli edel family horror2 0 0 01 06 . 1
i heart huckabees,sex detective jealousy jason schwartzman dustin hoffman lily tomlin david o. russell comedy romance2 0 0 496 . 2
robocop 3,cyborg dystopia police robert john burke nancy allen mario machado fred dekker action adventure crime1 9 9 344 . 2
megiddo: the omega code 2,dystopia michael york michael biehn diane venora brian trenchard-smith action science fiction thriller2 0 0 193 . 6
darling lili,spy uncle julie andrews rock hudson jeremy kemp blake edwards drama comedy thriller1 9 7 014 . 9
dudley do-right,based on cartoon mountie brendan fraser sarah jessica parker alfred molina hugh wilson comedy family romance1 9 9 983 . 8
the transporter refueled,transporter sequel suspense ed skrein ray stevenson loan chabanol camille delamarre thriller action crime2 0 1 595 . 2
the libertine,london england sex dying and death johnny depp samantha morton john malkovich laurence dunmore drama romance2 0 0 495 . 9
black book,in love with enemy netherlands world war ii carice van houten sebastian koch thom hoffman paul verhoeven drama thriller war2 0 0 697 . 2
joyeux noël,holiday world war i hostility diane kruger natalie dessay benno fürmann christian carion romance drama history2 0 0 51 17 . 2
hit & run,witness protection getaway driver duringcreditsstinger kristen bell dax shepard tom arnold dax shepard action comedy romance2 0 1 285 . 5
mad money,gang hoodlum woman director diane keaton queen latifah katie holmes callie khouri action comedy crime2 0 0 815 . 9
before i go to sleep,amnesia therapist aggression nicole kidman colin firth mark strong rowan joffe mystery thriller2 0 1 496 . 2
sorcerer,dynamite car journey nicaragua roy scheider bruno cremer francisco rabal william friedkin action thriller adventure1 9 7 767 . 4
stone,prison fire manipulation frances conroy robert de niro edward norton john curran drama2 0 1 01 05 . 2
moliere,playwright romain duris fabrice luchini edouard baer laurent tirard romance drama comedy2 0 0 716 . 7
out of the furnace,prison brother brother relationship drug dealer christian bale zoe saldana woody harrelson scott cooper thriller drama crime2 0 1 31 26 . 5
michael clayton,killing restaurant chambers of a barrister george clooney tom wilkinson tilda swinton tony gilroy drama mystery crime2 0 0 796 . 5
my fellow americans,white house usa president national security agency (nsa) jack lemmon james garner dan aykroyd peter segal comedy drama1 9 9 61 26 . 3
arlington road,bomb terrorist fbi jeff bridges tim robbins joan cusack mark pellington drama thriller mystery1 9 9 937 . 0
underdogs,soccer juan josé campanella diego ramos pablo rago juan josé campanella animation adventure romance2 0 1 376 . 0
to rome with love,rome expatriate episodic ellen page woody allen jesse eisenberg woody allen romance comedy2 0 1 245 . 6
firefox,flying pilot kampfjet clint eastwood freddie jones david huffman clint eastwood science fiction action adventure1 9 8 265 . 5
"south park: bigger, longer & uncut",gay mount rushmore national memorial swear word trey parker matt stone mary kay bergman trey parker animation comedy music1 9 9 967 . 1
death at a funeral,brother brother relationship farewell father son relationship matthew macfadyen keeley hawes andy nyman frank oz comedy drama2 0 0 726 . 9
teenage mutant ninja turtles iii,japan time travel ninja paige turco stuart wilson sab shimono stuart gillard action adventure comedy1 9 9 335 . 1
hardball,gay keanu reeves diane lane michael b. jordan brian robbins comedy romance2 0 0 196 . 3
silver linings playbook,dancing philadelphia running bradley cooper jennifer lawrence robert de niro david o. russell drama comedy romance2 0 1 296 . 9
freedom writers,black people based on novel holocaust hilary swank scott glenn imelda staunton richard lagravenese crime drama2 0 0 717 . 5
for colored girls,female nudity poem rape kimberly elise janet jackson loretta devine tyler perry drama2 0 1 01 17 . 0
the transporter,car journey transportation auto jason statham shu qi françois berléand louis leterrier action crime thriller2 0 0 21 06 . 6
never back down,rebel martial arts underground sean faris amber heard cam gigandet jeff wadlow drama action2 0 0 836 . 4
the rage: carrie 2,suicide male nudity female nudity emily bergl jason london amy irving katt shea horror thriller science fiction1 9 9 935 . 1
away we go,interracial relationship dead father reference to bob dylan john krasinski maya rudolph carmen ejogo sam mendes drama comedy romance2 0 0 966 . 7
swing vote,usa president presidential election fox news kevin costner madeline carroll paula patton joshua michael stern drama comedy2 0 0 885 . 8
moonlight mile,jake gyllenhaal dustin hoffman susan sarandon brad silberling romance drama2 0 0 296 . 5
tinker tailor soldier spy,spy cold war spying john hurt gary oldman kathy burke tomas alfredson drama thriller mystery2 0 1 196 . 6
molly,elisabeth shue aaron eckhart jill hennessy john duigan drama comedy romance1 9 9 91 05 . 5
the beaver,puppet woman director jodie foster mel gibson jennifer lawrence jodie foster drama2 0 1 126 . 3
the best little whorehouse in texas,brothel corset crusader burt reynolds dolly parton dom deluise colin higgins comedy1 9 8 275 . 9
existenz,video game hacker bodyguard jennifer jason leigh jude law ian holm david cronenberg action thriller science fiction1 9 9 946 . 7
raiders of the lost ark,saving the world riddle nepal harrison ford karen allen paul freeman steven spielberg adventure action1 9 8 167 . 7
home alone 2: lost in new york,holiday new york new york city macaulay culkin joe pesci catherine o'hara chris columbus comedy family adventure1 9 9 21 16 . 3
close encounters of the third kind,indiana obsession extraterrestrial technology richard dreyfuss françois truffaut teri garr steven spielberg science fiction drama1 9 7 71 17 . 2
pulse,suicide hacker death of a friend kristen bell ian somerhalder christina milian jim sonzero horror thriller2 0 0 685 . 0
beverly hills cop ii,smuggling of arms detective intensive care eddie murphy judge reinhold john ashton tony scott action comedy crime1 9 8 756 . 1
bringing down the house,prison ex-boyfriend support steve martin queen latifah eugene levy adam shankman comedy2 0 0 335 . 4
the silence of the lambs,based on novel psychopath horror jodie foster anthony hopkins scott glenn jonathan demme crime drama thriller1 9 9 128 . 1
wayne's world,tv show heavy metal television producer mike myers dana carvey rob lowe penelope spheeris music comedy1 9 9 226 . 5
jackass 3d,pain stunts stuntman johnny knoxville bam margera ryan dunn jeff tremaine comedy documentary action2 0 1 01 06 . 4
jaws 2,mayor island police chief roy scheider lorraine gary murray hamilton jeannot szwarc horror thriller1 9 7 865 . 9
beverly hills chihuahua,dog dirt chihuahua pinata drew barrymore piper perabo andy garcía raja gosnell adventure comedy family2 0 0 81 04 . 9
the conjuring,sister sister relationship exorcism rhode island patrick wilson vera farmiga lili taylor james wan horror thriller2 0 1 377 . 4
are we there yet?,car journey macho road trip ice cube nia long aleisha allen brian levant adventure comedy family2 0 0 515 . 2
tammy,melissa mccarthy susan sarandon kathy bates ben falcone comedy2 0 1 475 . 0
school of rock,rock and roll rock high school jack black joan cusack mike white richard linklater comedy music2 0 0 31 06 . 7
mortal kombat,martial arts monster island christopher lambert robin shou linden ashby paul w.s. anderson action fantasy1 9 9 585 . 4
white chicks,undercover fbi fish out of water shawn wayans marlon wayans jaime king keenen ivory wayans comedy2 0 0 466 . 3
the descendants,hawaii father-in-law daughter george clooney shailene woodley amara miller alexander payne comedy drama2 0 1 196 . 7
holes,curse suitor false accusations sigourney weaver jon voight tim blake nelson andrew davis adventure family drama2 0 0 346 . 7
the last song,brother sister relationship new love daughter miley cyrus greg kinnear bobby coleman julie anne robinson drama family romance2 0 1 036 . 9
12 years a slave,whip kidnapping slavery chiwetel ejiofor michael fassbender lupita nyong'o steve mcqueen drama history2 0 1 31 07 . 9
drumline,music rehearsal fraternity initiation television broadcast nick cannon zoe saldana orlando jones charles stone iii drama romance comedy2 0 0 21 26 . 2
why did i get married too?,tyler perry janet jackson jill scott tyler perry comedy romance2 0 1 046 . 1
edward scissorhands,underdog love at first sight hairdresser johnny depp winona ryder dianne wiest tim burton fantasy drama romance1 9 9 01 27 . 5
me before you,england based on novel depression emilia clarke sam claflin janet mcteer thea sharrock drama romance2 0 1 667 . 6
madea's witness protection,tyler perry eugene levy denise richards tyler perry drama comedy crime2 0 1 265 . 9
the french connection,police brutality marseille night life gene hackman fernando rey roy scheider william friedkin action crime thriller1 9 7 11 07 . 4
bad moms,alcohol bar party mila kunis kristen bell kathryn hahn jon lucas comedy2 0 1 676 . 3
date movie,date diary parents-in-law alyson hannigan adam campbell sophie monk jason friedberg comedy2 0 0 623 . 6
